"gesloten verharding","hellend",101
"gesloten verharding","vlak",102
"gesloten verharding","uitgestrekt",103
"open verharding","hellend",104
"open verharding","vlak",105
"open verharding","uitgestrekt",106
"pand","hellend",107
"pand","vlak",108
"pand","uitgestrekt",109
"onverhard","hellend",110
"onverhard","vlak",111
"onverhard","uitgestrekt",112
"half verhard","hellend",113
"half verhard","vlak",114
"half verhard","uitgestrekt",115
